x,R,Tg w/CO3,Tg CO3 free,,,,,,Sodium Borate Experimental Values,,,,,
0.676060901,2.087,555.0333653,559.8741882,,,,,,,,,,,
0.676165803,2.088,554.9175574,559.7468532,,,,,,,,,,,
0.676270638,2.089,554.8018623,559.6195745,,,,,,,,,,,
0.676375405,2.09,554.6862799,559.4923521,,,,,,,,,,,
0.676480104,2.091,554.5708101,559.365186,,,,,,,,,,,
0.676584735,2.092,554.4554528,559.2380762,,,,,,,,,,,
0.676689298,2.093,554.340208,559.1110226,,,,,,,,,,,
0.676793794,2.094,554.2250756,558.9840251,,,,,,,,,,,
0.676898223,2.095,554.1100556,558.8570838,,,,,,,,,,,
0.677002584,2.096,553.9951478,558.7301986,,,,,,,,,,,
0.677106878,2.097,553.8803522,558.6033694,,,,,,,,,,,
0.677211104,2.098,553.7656688,558.4765963,,,,,,,,,,,
0.677315263,2.099,553.6510974,558.3498792,,,,,,,,,,,
0.677419355,2.1,553.5366381,558.223218,,,,,,,,,,,
0.67752338,2.101,553.4222907,558.0966127,,,,,,,,,,,
0.677627337,2.102,553.3080551,557.9700633,,,,,,,,,,,
0.677731228,2.103,553.1939314,557.8435697,,,,,,,,,,,
0.677835052,2.104,553.0799194,557.7171319,,,,,,,,,,,
0.677938808,2.105,552.966019,557.5907499,,,,,,,,,,,
0.678042498,2.106,552.8522303,557.4644236,,,,,,,,,,,
0.678146122,2.107,552.7385531,557.3381531,,,,,,,,,,,
0.678249678,2.108,552.6249874,557.2119381,,,,,,,,,,,
0.678353168,2.109,552.511533,557.0857788,,,,,,,,,,,
0.678456592,2.11,552.39819,556.9596751,,,,,,,,,,,
0.678559949,2.111,552.2849583,556.8336269,,,,,,,,,,,
0.678663239,2.112,552.1718377,556.7076342,,,,,,,,,,,
0.678766463,2.113,552.0588283,556.581697,,,,,,,,,,,
0.678869621,2.114,551.94593,556.4558152,,,,,,,,,,,
0.678972713,2.115,551.8331426,556.3299889,,,,,,,,,,,
0.679075738,2.116,551.7204662,556.2042178,,,,,,,,,,,
0.679178697,2.117,551.6079007,556.0785022,,,,,,,,,,,
0.679281591,2.118,551.4954459,555.9528418,,,,,,,,,,,
0.679384418,2.119,551.3831019,555.8272366,,,,,,,,,,,
0.679487179,2.12,551.2708686,555.7016867,,,,,,,,,,,
0.679589875,2.121,551.1587458,555.5761919,,,,,,,,,,,
0.679692505,2.122,551.0467336,555.4507523,,,,,,,,,,,
0.679795069,2.123,550.9348318,555.3253678,,,,,,,,,,,
0.679897567,2.124,550.8230405,555.2000383,,,,,,,,,,,
0.68,2.125,550.7113594,555.0747639,,,,,,,,,,,
0.680102367,2.126,550.5997887,554.9495445,,,,,,,,,,,
0.680204669,2.127,550.4883281,554.8243801,,,,,,,,,,,
0.680306905,2.128,550.3769777,554.6992706,,,,,,,,,,,
0.680409076,2.129,550.2657373,554.5742159,,,,,,,,,,,
0.680511182,2.13,550.154607,554.4492161,,,,,,,,,,,
0.680613223,2.131,550.0435865,554.3242712,,,,,,,,,,,
0.680715198,2.132,549.932676,554.199381,,,,,,,,,,,
0.680817108,2.133,549.8218752,554.0745455,,,,,,,,,,,
0.680918953,2.134,549.7111842,553.9497648,,,,,,,,,,,
0.681020734,2.135,549.6006029,553.8250387,,,,,,,,,,,
0.681122449,2.136,549.4901311,553.7003673,,,,,,,,,,,
0.681224099,2.137,549.3797689,553.5757505,,,,,,,,,,,
0.681325685,2.138,549.2695162,553.4511882,,,,,,,,,,,
0.681427206,2.139,549.1593728,553.3266805,,,,,,,,,,,
0.681528662,2.14,549.0493389,553.2022273,,,,,,,,,,,
0.681630054,2.141,548.9394141,553.0778285,,,,,,,,,,,
0.681731381,2.142,548.8295986,552.9534841,,,,,,,,,,,
0.681832644,2.143,548.7198923,552.8291942,,,,,,,,,,,
0.681933842,2.144,548.610295,552.7049585,,,,,,,,,,,
0.682034976,2.145,548.5008067,552.5807772,,,,,,,,,,,
0.682136046,2.146,548.3914274,552.4566502,,,,,,,,,,,
0.682237051,2.147,548.282157,552.3325774,,,,,,,,,,,
0.682337992,2.148,548.1729953,552.2085588,,,,,,,,,,,
0.682438869,2.149,548.0639425,552.0845944,,,,,,,,,,,
0.682539683,2.15,547.9549983,551.9606842,,,,,,,,,,,
0.682640432,2.151,547.8461627,551.836828,,,,,,,,,,,
0.682741117,2.152,547.7374357,551.7130259,,,,,,,,,,,
0.682841738,2.153,547.6288171,551.5892778,,,,,,,,,,,
0.682942295,2.154,547.520307,551.4655837,,,,,,,,,,,
0.683042789,2.155,547.4119053,551.3419436,,,,,,,,,,,
0.683143219,2.156,547.3036118,551.2183574,,,,,,,,,,,
0.683243586,2.157,547.1954266,551.0948251,,,,,,,,,,,
0.683343889,2.158,547.0873495,550.9713467,,,,,,,,,,,
0.683444128,2.159,546.9793805,550.8479221,,,,,,,,,,,
0.683544304,2.16,546.8715196,550.7245512,,,,,,,,,,,
0.683644416,2.161,546.7637666,550.6012341,,,,,,,,,,,
0.683744466,2.162,546.6561215,550.4779707,,,,,,,,,,,
0.683844451,2.163,546.5485842,550.354761,,,,,,,,,,,
0.683944374,2.164,546.4411548,550.231605,,,,,,,,,,,
0.684044234,2.165,546.333833,550.1085025,,,,,,,,,,,
0.68414403,2.166,546.2266189,549.9854536,,,,,,,,,,,
0.684243764,2.167,546.1195123,549.8624583,,,,,,,,,,,
0.684343434,2.168,546.0125133,549.7395165,,,,,,,,,,,
0.684443042,2.169,545.9056217,549.6166281,,,,,,,,,,,
0.684542587,2.17,545.7988375,549.4937931,,,,,,,,,,,
0.684642069,2.171,545.6921606,549.3710116,,,,,,,,,,,
0.684741488,2.172,545.5855909,549.2482834,,,,,,,,,,,
0.684840845,2.173,545.4791285,549.1256086,,,,,,,,,,,
0.684940139,2.174,545.3727732,549.002987,,,,,,,,,,,
0.68503937,2.175,545.2665249,548.8804187,,,,,,,,,,,
0.685138539,2.176,545.1603836,548.7579037,,,,,,,,,,,
0.685237646,2.177,545.0543493,548.6354418,,,,,,,,,,,
0.68533669,2.178,544.9484218,548.5130331,,,,,,,,,,,
0.685435672,2.179,544.8426011,548.3906775,,,,,,,,,,,
0.685534591,2.18,544.7368872,548.268375,,,,,,,,,,,
0.685633449,2.181,544.6312799,548.1461255,,,,,,,,,,,
0.685732244,2.182,544.5257792,548.0239291,,,,,,,,,,,
0.685830977,2.183,544.4203851,547.9017856,,,,,,,,,,,
0.685929648,2.184,544.3150975,547.7796951,,,,,,,,,,,
0.686028257,2.185,544.2099162,547.6576575,,,,,,,,,,,
0.686126805,2.186,544.1048414,547.5356728,,,,,,,,,,,
0.68622529,2.187,543.9998728,547.4137409,,,,,,,,,,,
0.686323714,2.188,543.8950104,547.2918619,,,,,,,,,,,
0.686422076,2.189,543.7902542,547.1700356,,,,,,,,,,,
0.686520376,2.19,543.6856041,547.048262,,,,,,,,,,,
0.686618615,2.191,543.58106,546.9265412,,,,,,,,,,,
0.686716792,2.192,543.4766219,546.804873,,,,,,,,,,,
0.686814908,2.193,543.3722897,546.6832575,,,,,,,,,,,
0.686912962,2.194,543.2680633,546.5616946,,,,,,,,,,,
0.687010955,2.195,543.1639427,546.4401843,,,,,,,,,,,
0.687108886,2.196,543.0599278,546.3187264,,,,,,,,,,,
0.687206756,2.197,542.9560186,546.1973211,,,,,,,,,,,
0.687304565,2.198,542.8522149,546.0759683,,,,,,,,,,,
0.687402313,2.199,542.7485168,545.9546679,,,,,,,,,,,
0.6875,2.2,542.6449241,545.8334199,,,,,,,,,,,
0.687597626,2.201,542.5414368,545.7122243,,,,,,,,,,,
0.687695191,2.202,542.4380549,545.591081,,,,,,,,,,,
0.687792694,2.203,542.3347782,545.46999,,,,,,,,,,,
0.687890137,2.204,542.2316067,545.3489513,,,,,,,,,,,
0.68798752,2.205,542.1285403,545.2279648,,,,,,,,,,,
0.688084841,2.206,542.0255791,545.1070305,,,,,,,,,,,
0.688182102,2.207,541.9227228,544.9861483,,,,,,,,,,,
0.688279302,2.208,541.8199715,544.8653183,,,,,,,,,,,
0.688376441,2.209,541.7173251,544.7445404,,,,,,,,,,,
0.68847352,2.21,541.6147835,544.6238146,,,,,,,,,,,
0.688570539,2.211,541.5123466,544.5031408,,,,,,,,,,,
0.688667497,2.212,541.4100145,544.3825189,,,,,,,,,,,
0.688764395,2.213,541.3077869,544.2619491,,,,,,,,,,,
0.688861232,2.214,541.205664,544.1414311,,,,,,,,,,,
0.688958009,2.215,541.1036455,544.0209651,,,,,,,,,,,
0.689054726,2.216,541.0017315,543.9005509,,,,,,,,,,,
0.689151383,2.217,540.8999219,543.7801886,,,,,,,,,,,
0.68924798,2.218,540.7982166,543.659878,,,,,,,,,,,
0.689344517,2.219,540.6966156,543.5396193,,,,,,,,,,,
0.689440994,2.22,540.5951187,543.4194122,,,,,,,,,,,
0.689537411,2.221,540.493726,543.2992568,,,,,,,,,,,
0.689633768,2.222,540.3924373,543.1791531,,,,,,,,,,,
0.689730065,2.223,540.2912526,543.059101,,,,,,,,,,,
0.689826303,2.224,540.1901719,542.9391006,,,,,,,,,,,
0.689922481,2.225,540.0891951,542.8191516,,,,,,,,,,,
0.690018599,2.226,539.988322,542.6992542,,,,,,,,,,,
0.690114658,2.227,539.8875527,542.5794083,,,,,,,,,,,
0.690210657,2.228,539.7868871,542.4596139,,,,,,,,,,,
0.690306596,2.229,539.6863252,542.3398709,,,,,,,,,,,
0.690402477,2.23,539.5858668,542.2201793,,,,,,,,,,,
0.690498298,2.231,539.4855119,542.100539,,,,,,,,,,,
0.690594059,2.232,539.3852604,541.9809501,,,,,,,,,,,
0.690689762,2.233,539.2851123,541.8614125,,,,,,,,,,,
0.690785405,2.234,539.1850675,541.7419261,,,,,,,,,,,
0.690880989,2.235,539.085126,541.622491,,,,,,,,,,,
0.690976514,2.236,538.9852877,541.5031071,,,,,,,,,,,
0.69107198,2.237,538.8855525,541.3837743,,,,,,,,,,,
0.691167387,2.238,538.7859203,541.2644927,,,,,,,,,,,
0.691262735,2.239,538.6863912,541.1452621,,,,,,,,,,,
0.691358025,2.24,538.586965,541.0260827,,,,,,,,,,,
0.691453255,2.241,538.4876417,540.9069542,,,,,,,,,,,
0.691548427,2.242,538.3884212,540.7878768,,,,,,,,,,,
0.69164354,2.243,538.2893034,540.6688503,,,,,,,,,,,
0.691738594,2.244,538.1902883,540.5498748,,,,,,,,,,,
0.69183359,2.245,538.0913759,540.4309501,,,,,,,,,,,
0.691928527,2.246,537.992566,540.3120764,,,,,,,,,,,
0.692023406,2.247,537.8938587,540.1932534,,,,,,,,,,,
0.692118227,2.248,537.7952538,540.0744813,,,,,,,,,,,
0.692212989,2.249,537.6967512,539.95576,,,,,,,,,,,
0.692307692,2.25,537.598351,539.8370894,,,,,,,,,,,
0.692402338,2.251,537.500053,539.7184694,,,,,,,,,,,
0.692496925,2.252,537.4018573,539.5999002,,,,,,,,,,,
0.692591454,2.253,537.3037636,539.4813816,,,,,,,,,,,
0.692685925,2.254,537.2057721,539.3629136,,,,,,,,,,,
0.692780338,2.255,537.1078825,539.2444962,,,,,,,,,,,
0.692874693,2.256,537.0100949,539.1261294,,,,,,,,,,,
0.69296899,2.257,536.9124092,539.007813,,,,,,,,,,,
0.693063229,2.258,536.8148253,538.8895472,,,,,,,,,,,
0.69315741,2.259,536.7173432,538.7713317,,,,,,,,,,,
0.693251534,2.26,536.6199628,538.6531667,,,,,,,,,,,
0.6933456,2.261,536.522684,538.5350521,,,,,,,,,,,
0.693439608,2.262,536.4255068,538.4169879,,,,,,,,,,,
0.693533558,2.263,536.3284312,538.2989739,,,,,,,,,,,
0.693627451,2.264,536.2314569,538.1810102,,,,,,,,,,,
0.693721286,2.265,536.1345841,538.0630968,,,,,,,,,,,
0.693815064,2.266,536.0378126,537.9452336,,,,,,,,,,,
0.693908785,2.267,535.9411424,537.8274206,,,,,,,,,,,
0.694002448,2.268,535.8445734,537.7096578,,,,,,,,,,,
0.694096054,2.269,535.7481055,537.5919451,,,,,,,,,,,
0.694189602,2.27,535.6517388,537.4742825,,,,,,,,,,,
0.694283094,2.271,535.555473,537.3566699,,,,,,,,,,,
0.694376528,2.272,535.4593083,537.2391074,,,,,,,,,,,
0.694469905,2.273,535.3632444,537.1215948,,,,,,,,,,,
0.694563225,2.274,535.2672814,537.0041323,,,,,,,,,,,
0.694656489,2.275,535.1714192,536.8867196,,,,,,,,,,,
0.694749695,2.276,535.0756577,536.7693569,,,,,,,,,,,
0.694842844,2.277,534.9799968,536.6520441,,,,,,,,,,,
0.694935937,2.278,534.8844366,536.534781,,,,,,,,,,,
0.695028972,2.279,534.7889769,536.4175678,,,,,,,,,,,
0.695121951,2.28,534.6936176,536.3004044,,,,,,,,,,,
0.695214874,2.281,534.5983588,536.1832907,,,,,,,,,,,
0.695307739,2.282,534.5032004,536.0662267,,,,,,,,,,,
0.695400548,2.283,534.4081422,535.9492124,,,,,,,,,,,
0.695493301,2.284,534.3131843,535.8322478,,,,,,,,,,,
0.695585997,2.285,534.2183266,535.7153327,,,,,,,,,,,
0.695678637,2.286,534.123569,535.5984673,,,,,,,,,,,
0.69577122,2.287,534.0289114,535.4816514,,,,,,,,,,,
0.695863747,2.288,533.9343538,535.364885,,,,,,,,,,,
0.695956218,2.289,533.8398962,535.2481682,,,,,,,,,,,
0.696048632,2.29,533.7455384,535.1315007,,,,,,,,,,,
0.696140991,2.291,533.6512805,535.0148828,,,,,,,,,,,
0.696233293,2.292,533.5571223,534.8983142,,,,,,,,,,,
0.696325539,2.293,533.4630638,534.7817949,,,,,,,,,,,
0.696417729,2.294,533.3691049,534.665325,,,,,,,,,,,
0.696509863,2.295,533.2752456,534.5489045,,,,,,,,,,,
0.696601942,2.296,533.1814858,534.4325331,,,,,,,,,,,
0.696693964,2.297,533.0878255,534.3162111,,,,,,,,,,,
0.696785931,2.298,532.9942645,534.1999382,,,,,,,,,,,
0.696877842,2.299,532.9008029,534.0837145,,,,,,,,,,,
0.696969697,2.3,532.8074406,533.9675399,,,,,,,,,,,
0.697061497,2.301,532.7141774,533.8514145,,,,,,,,,,,
0.69715324,2.302,532.6210134,533.7353382,,,,,,,,,,,
0.697244929,2.303,532.5279485,533.6193109,,,,,,,,,,,
0.697336562,2.304,532.4349827,533.5033326,,,,,,,,,,,
0.697428139,2.305,532.3421158,533.3874033,,,,,,,,,,,
0.697519661,2.306,532.2493478,533.271523,,,,,,,,,,,
0.697611128,2.307,532.1566787,533.1556916,,,,,,,,,,,
0.697702539,2.308,532.0641083,533.0399091,,,,,,,,,,,
0.697793895,2.309,531.9716367,532.9241755,,,,,,,,,,,
0.697885196,2.31,531.8792638,532.8084907,,,,,,,,,,,
0.697976442,2.311,531.7869895,532.6928547,,,,,,,,,,,
0.698067633,2.312,531.6948137,532.5772675,,,,,,,,,,,
0.698158768,2.313,531.6027364,532.4617291,,,,,,,,,,,
0.698249849,2.314,531.5107576,532.3462393,,,,,,,,,,,
0.698340875,2.315,531.4188771,532.2307982,,,,,,,,,,,
0.698431846,2.316,531.3270949,532.1154058,,,,,,,,,,,
0.698522762,2.317,531.235411,532.000062,,,,,,,,,,,
0.698613623,2.318,531.1438253,531.8847668,,,,,,,,,,,
0.698704429,2.319,531.0523377,531.7695202,,,,,,,,,,,
0.698795181,2.32,530.9609482,531.654322,,,,,,,,,,,
0.698885878,2.321,530.8696568,531.5391724,,,,,,,,,,,
0.69897652,2.322,530.7784632,531.4240713,,,,,,,,,,,
0.699067108,2.323,530.6873676,531.3090185,,,,,,,,,,,
0.699157641,2.324,530.5963698,531.1940142,,,,,,,,,,,
0.69924812,2.325,530.5054698,531.0790583,,,,,,,,,,,
0.699338545,2.326,530.4146675,530.9641507,,,,,,,,,,,
0.699428915,2.327,530.3239629,530.8492914,,,,,,,,,,,
0.699519231,2.328,530.2333558,530.7344804,,,,,,,,,,,
0.699609492,2.329,530.1428463,530.6197177,,,,,,,,,,,
0.6996997,2.33,530.0524343,530.5050031,,,,,,,,,,,
0.699789853,2.331,529.9621197,530.3903368,,,,,,,,,,,
0.699879952,2.332,529.8719025,530.2757187,,,,,,,,,,,
0.699969997,2.333,529.7817826,530.1611486,,,,,,,,,,,
0.700059988,2.334,529.6917599,530.0466267,,,,,,,,,,,
0.700149925,2.335,529.6018345,529.9321528,,,,,,,,,,,
0.700239808,2.336,529.5120061,529.817727,,,,,,,,,,,
0.700329637,2.337,529.4222748,529.7033492,,,,,,,,,,,
0.700419413,2.338,529.3326406,529.5890194,,,,,,,,,,,
0.700509134,2.339,529.2431033,529.4747375,,,,,,,,,,,
0.700598802,2.34,529.1536628,529.3605035,,,,,,,,,,,
0.700688417,2.341,529.0643193,529.2463175,,,,,,,,,,,
0.700777977,2.342,528.9750724,529.1321793,,,,,,,,,,,
0.700867484,2.343,528.8859224,529.0180889,,,,,,,,,,,
0.700956938,2.344,528.7968689,528.9040463,,,,,,,,,,,
0.701046338,2.345,528.7079121,528.7900515,,,,,,,,,,,
0.701135684,2.346,528.6190518,528.6761044,,,,,,,,,,,
0.701224978,2.347,528.530288,528.5622051,,,,,,,,,,,
0.701314217,2.348,528.4416206,528.4483534,,,,,,,,,,,
0.701403404,2.349,528.3530496,528.3345494,,,,,,,,,,,
0.701492537,2.35,528.2645749,528.2207929,,,,,,,,,,,
0.701581617,2.351,528.1761964,528.1070841,,,,,,,,,,,
0.701670644,2.352,528.0879142,527.9934229,,,,,,,,,,,
0.701759618,2.353,527.999728,527.8798091,,,,,,,,,,,
0.701848539,2.354,527.911638,527.7662429,,,,,,,,,,,
0.701937407,2.355,527.8236439,527.6527242,,,,,,,,,,,
0.702026222,2.356,527.7357459,527.5392528,,,,,,,,,,,
0.702114984,2.357,527.6479437,527.4258289,,,,,,,,,,,
0.702203693,2.358,527.5602373,527.3124524,,,,,,,,,,,
0.702292349,2.359,527.4726268,527.1991232,,,,,,,,,,,
0.702380952,2.36,527.385112,527.0858414,,,,,,,,,,,
0.702469503,2.361,527.2976928,526.9726068,,,,,,,,,,,
0.702558001,2.362,527.2103692,526.8594195,,,,,,,,,,,
0.702646447,2.363,527.1231412,526.7462795,,,,,,,,,,,
0.702734839,2.364,527.0360087,526.6331866,,,,,,,,,,,
0.70282318,2.365,526.9489717,526.520141,,,,,,,,,,,
0.702911468,2.366,526.86203,526.4071424,,,,,,,,,,,
0.702999703,2.367,526.7751836,526.294191,,,,,,,,,,,
0.703087886,2.368,526.6884325,526.1812867,,,,,,,,,,,
0.703176017,2.369,526.6017766,526.0684294,,,,,,,,,,,
0.703264095,2.37,526.5152158,525.9556191,,,,,,,,,,,
0.703352121,2.371,526.4287501,525.8428559,,,,,,,,,,,
0.703440095,2.372,526.3423795,525.7301396,,,,,,,,,,,
0.703528017,2.373,526.2561038,525.6174703,,,,,,,,,,,
0.703615886,2.374,526.1699231,525.5048478,,,,,,,,,,,
0.703703704,2.375,526.0838372,525.3922723,,,,,,,,,,,
0.703791469,2.376,525.9978461,525.2797436,,,,,,,,,,,
0.703879183,2.377,525.9119497,525.1672617,,,,,,,,,,,
0.703966844,2.378,525.8261481,525.0548266,,,,,,,,,,,
0.704054454,2.379,525.740441,524.9424383,,,,,,,,,,,
0.704142012,2.38,525.6548286,524.8300967,,,,,,,,,,,
0.704229518,2.381,525.5693106,524.7178018,,,,,,,,,,,
0.704316972,2.382,525.4838871,524.6055536,,,,,,,,,,,
0.704404375,2.383,525.398558,524.493352,,,,,,,,,,,
0.704491726,2.384,525.3133233,524.3811971,,,,,,,,,,,
0.704579025,2.385,525.2281828,524.2690887,,,,,,,,,,,
0.704666273,2.386,525.1431366,524.1570269,,,,,,,,,,,
0.704753469,2.387,525.0581845,524.0450116,,,,,,,,,,,
0.704840614,2.388,524.9733265,523.9330429,,,,,,,,,,,
0.704927707,2.389,524.8885626,523.8211206,,,,,,,,,,,
0.705014749,2.39,524.8038927,523.7092447,,,,,,,,,,,
0.70510174,2.391,524.7193168,523.5974153,,,,,,,,,,,
0.705188679,2.392,524.6348347,523.4856323,,,,,,,,,,,
0.705275567,2.393,524.5504464,523.3738956,,,,,,,,,,,
0.705362404,2.394,524.4661519,523.2622052,,,,,,,,,,,
0.70544919,2.395,524.3819512,523.1505612,,,,,,,,,,,
0.705535925,2.396,524.297844,523.0389634,,,,,,,,,,,
0.705622608,2.397,524.2138305,522.9274118,,,,,,,,,,,
0.705709241,2.398,524.1299106,522.8159065,,,,,,,,,,,
0.705795822,2.399,524.0460841,522.7044473,,,,,,,,,,,
0.705882353,2.4,523.962351,522.5930343,,,,,,,,,,,
0.705968833,2.401,523.8787113,522.4816675,,,,,,,,,,,
0.706055262,2.402,523.795165,522.3703467,,,,,,,,,,,
0.70614164,2.403,523.7117119,522.259072,,,,,,,,,,,
0.706227967,2.404,523.6283519,522.1478433,,,,,,,,,,,
0.706314244,2.405,523.5450852,522.0366607,,,,,,,,,,,
0.70640047,2.406,523.4619115,521.925524,,,,,,,,,,,
0.706486645,2.407,523.3788309,521.8144333,,,,,,,,,,,
0.70657277,2.408,523.2958432,521.7033886,,,,,,,,,,,
0.706658844,2.409,523.2129485,521.5923897,,,,,,,,,,,
0.706744868,2.41,523.1301466,521.4814367,,,,,,,,,,,
0.706830841,2.411,523.0474375,521.3705295,,,,,,,,,,,
0.706916764,2.412,522.9648212,521.2596682,,,,,,,,,,,
0.707002637,2.413,522.8822976,521.1488526,,,,,,,,,,,
0.707088459,2.414,522.7998666,521.0380828,,,,,,,,,,,
0.707174231,2.415,522.7175282,520.9273587,,,,,,,,,,,
0.707259953,2.416,522.6352823,520.8166803,,,,,,,,,,,
0.707345625,2.417,522.5531289,520.7060476,,,,,,,,,,,
0.707431246,2.418,522.4710679,520.5954606,,,,,,,,,,,
0.707516818,2.419,522.3890992,520.4849191,,,,,,,,,,,
0.707602339,2.42,522.3072229,520.3744233,,,,,,,,,,,
0.707687811,2.421,522.2254388,520.263973,,,,,,,,,,,
0.707773232,2.422,522.1437469,520.1535682,,,,,,,,,,,
0.707858604,2.423,522.0621471,520.0432089,,,,,,,,,,,
0.707943925,2.424,521.9806394,519.9328951,,,,,,,,,,,
0.708029197,2.425,521.8992237,519.8226268,,,,,,,,,,,
0.708114419,2.426,521.8179,519.7124038,,,,,,,,,,,
0.708199591,2.427,521.7366682,519.6022263,,,,,,,,,,,
0.708284714,2.428,521.6555282,519.4920941,,,,,,,,,,,
0.708369787,2.429,521.57448,519.3820073,,,,,,,,,,,
0.70845481,2.43,521.4935236,519.2719657,,,,,,,,,,,
0.708539784,2.431,521.4126589,519.1619695,,,,,,,,,,,
0.708624709,2.432,521.3318858,519.0520185,,,,,,,,,,,
0.708709583,2.433,521.2512043,518.9421127,,,,,,,,,,,
0.708794409,2.434,521.1706142,518.8322521,,,,,,,,,,,
0.708879185,2.435,521.0901157,518.7224367,,,,,,,,,,,
0.708963912,2.436,521.0097086,518.6126664,,,,,,,,,,,
0.709048589,2.437,520.9293928,518.5029412,,,,,,,,,,,
0.709133217,2.438,520.8491683,518.3932611,,,,,,,,,,,
0.709217796,2.439,520.769035,518.2836261,,,,,,,,,,,
0.709302326,2.44,520.6889929,518.1740361,,,,,,,,,,,
0.709386806,2.441,520.609042,518.0644911,,,,,,,,,,,
0.709471238,2.442,520.5291821,517.954991,,,,,,,,,,,
0.70955562,2.443,520.4494133,517.845536,,,,,,,,,,,
0.709639954,2.444,520.3697354,517.7361258,,,,,,,,,,,
0.709724238,2.445,520.2901484,517.6267605,,,,,,,,,,,
0.709808474,2.446,520.2106523,517.5174401,,,,,,,,,,,
0.70989266,2.447,520.131247,517.4081645,,,,,,,,,,,
0.709976798,2.448,520.0519324,517.2989337,,,,,,,,,,,
0.710060887,2.449,519.9727085,517.1897477,,,,,,,,,,,
0.710144928,2.45,519.8935752,517.0806064,,,,,,,,,,,
0.710228919,2.451,519.8145325,516.9715099,,,,,,,,,,,
0.710312862,2.452,519.7355804,516.8624581,,,,,,,,,,,
0.710396756,2.453,519.6567187,516.7534509,,,,,,,,,,,
0.710480602,2.454,519.5779474,516.6444884,,,,,,,,,,,
0.710564399,2.455,519.4992665,516.5355705,,,,,,,,,,,
0.710648148,2.456,519.4206758,516.4266972,,,,,,,,,,,
0.710731848,2.457,519.3421754,516.3178684,,,,,,,,,,,
0.7108155,2.458,519.2637652,516.2090842,,,,,,,,,,,
0.710899104,2.459,519.1854452,516.1003445,,,,,,,,,,,
0.710982659,2.46,519.1072152,515.9916492,,,,,,,,,,,
0.711066166,2.461,519.0290753,515.8829984,,,,,,,,,,,
0.711149624,2.462,518.9510253,515.774392,,,,,,,,,,,
0.711233035,2.463,518.8730652,515.6658301,,,,,,,,,,,
0.711316397,2.464,518.795195,515.5573125,,,,,,,,,,,
0.711399711,2.465,518.7174147,515.4488392,,,,,,,,,,,
0.711482977,2.466,518.639724,515.3404102,,,,,,,,,,,
0.711566196,2.467,518.5621231,515.2320256,,,,,,,,,,,
0.711649366,2.468,518.4846118,515.1236852,,,,,,,,,,,
0.711732488,2.469,518.4071901,515.015389,,,,,,,,,,,
0.711815562,2.47,518.3298579,514.907137,,,,,,,,,,,
0.711898588,2.471,518.2526153,514.7989292,,,,,,,,,,,
0.711981567,2.472,518.175462,514.6907656,,,,,,,,,,,
0.712064498,2.473,518.0983981,514.5826461,,,,,,,,,,,
0.712147381,2.474,518.0214235,514.4745706,,,,,,,,,,,
0.712230216,2.475,517.9445382,514.3665393,,,,,,,,,,,
0.712313003,2.476,517.8677421,514.258552,,,,,,,,,,,
0.712395743,2.477,517.7910352,514.1506087,,,,,,,,,,,
0.712478436,2.478,517.7144174,514.0427094,,,,,,,,,,,
0.712561081,2.479,517.6378886,513.9348541,,,,,,,,,,,
0.712643678,2.48,517.5614488,513.8270427,,,,,,,,,,,
0.712726228,2.481,517.4850979,513.7192752,,,,,,,,,,,
0.712808731,2.482,517.4088359,513.6115516,,,,,,,,,,,
0.712891186,2.483,517.3326628,513.5038718,,,,,,,,,,,
0.712973594,2.484,517.2565784,513.3962359,,,,,,,,,,,
0.713055954,2.485,517.1805827,513.2886438,,,,,,,,,,,
0.713138267,2.486,517.1046757,513.1810954,,,,,,,,,,,
0.713220533,2.487,517.0288573,513.0735908,,,,,,,,,,,
0.713302752,2.488,516.9531275,512.9661299,,,,,,,,,,,
0.713384924,2.489,516.8774862,512.8587127,,,,,,,,,,,
0.713467049,2.49,516.8019334,512.7513392,,,,,,,,,,,
0.713549126,2.491,516.7264689,512.6440094,,,,,,,,,,,
0.713631157,2.492,516.6510928,512.5367231,,,,,,,,,,,
0.713713141,2.493,516.5758049,512.4294804,,,,,,,,,,,
0.713795077,2.494,516.5006053,512.3222813,,,,,,,,,,,
0.713876967,2.495,516.4254939,512.2151258,,,,,,,,,,,
0.71395881,2.496,516.3504706,512.1080137,,,,,,,,,,,
0.714040606,2.497,516.2755354,512.0009451,,,,,,,,,,,
0.714122356,2.498,516.2006882,511.89392,,,,,,,,,,,
0.714204058,2.499,516.125929,511.7869383,,,,,,,,,,,
0.714285714,2.5,516.0512577,511.68,,,,,,,,,,,
0.714367324,2.501,516.0619886,511.68,,,,,,,,,,,
0.714448886,2.502,516.072726,511.68,,,,,,,,,,,
0.714530403,2.503,516.08347,511.68,,,,,,,,,,,
0.714611872,2.504,516.0942205,511.68,,,,,,,,,,,
0.714693295,2.505,516.1049775,511.68,,,,,,,,,,,
0.714774672,2.506,516.1157411,511.68,,,,,,,,,,,
0.714856002,2.507,516.1265112,511.68,,,,,,,,,,,
0.714937286,2.508,516.1372878,511.68,,,,,,,,,,,
0.715018524,2.509,516.1480709,511.68,,,,,,,,,,,
0.715099715,2.51,516.1588606,511.68,,,,,,,,,,,
0.71518086,2.511,516.1696567,511.68,,,,,,,,,,,
0.715261959,2.512,516.1804593,511.68,,,,,,,,,,,
